lat,long,cluster,isCenter
41.98667315,-72.69306946,0,0.01
39.56800529,-75.31219482,0,0.01
40.72531404,-74.21605682,0,0.01
40.67447182,-75.33875275,0,0.01
40.63416869,-74.00753021,0,0.01
38.80197033,-77.08441925,0,0.01
42.28878168,-71.35752869,0,0.01
42.47603167,-71.0796051,0,0.01
41.06755333,-74.02495575,0,0.01
41.2696868,-73.71347809,0,0.01
42.28755165,-71.42938995,0,0.01
42.84437148,-71.24809265,0,0.01
39.72663543,-75.0154953,0,0.01
40.97157102,-73.84474945,0,0.01
42.32056401,-71.18956757,0,0.01
42.7249324,-72.38574982,0,0.01
40.13783013,-76.882164,0,0.01
37.38432679,-77.37167358,0,0.01
41.56296365,-75.62736511,0,0.01
34.71175501,-77.36457825,0,0.01
40.23027008,-76.99364471,0,0.01
37.60627655,-76.38597107,0,0.01
36.34293214,-78.39411163,0,0.01
40.5327985,-73.95426941,0,0.01
41.29347222,-75.72424316,0,0.01
36.56940668,-79.39396667,0,0.01
40.79940817,-73.43280029,0,0.01
40.51302764,-75.77444458,0,0.01
42.73697852,-77.58817291,0,0.01
39.08154561,-76.62078857,0,0.01
41.09079966,-73.86225891,0,0.01
40.96999006,-73.89862061,0,0.01
41.75252772,-72.87373352,0,0.01
39.9602249,-75.43666077,0,0.01
38.98373174,-76.56440735,0,0.01
42.96830234,-78.87732697,0,0.01
41.14091811,-75.97786713,0,0.01
40.85092236,-73.84400177,0,0.01
39.19315654,-76.93779755,0,0.01
40.0906132,-74.251297,0,0.01
40.09421865,-79.58729553,0,0.01
37.14268217,-77.32780457,0,0.01
38.90037353,-77.0276413,0,0.01
41.32247642,-76.96276855,0,0.01
40.11099047,-76.92680359,0,0.01
41.57634617,-70.9282608,0,0.01
39.09228847,-76.8480835,0,0.01
40.24697501,-75.10209656,0,0.01
41.00631025,-73.34123993,0,0.01
40.20492036,-74.27757263,0,0.01
40.61772484,-74.4122467,0,0.01
40.85929252,-73.95063019,0,0.01
34.42545846,-78.0415802,0,0.01
42.11773036,-79.23578644,0,0.01
44.24771336,-74.11505127,0,0.01
42.29480249,-71.42554474,0,0.01
39.05522338,-77.02506256,0,0.01
42.48844643,-73.78091431,0,0.01
39.92292588,-77.57265472,0,0.01
37.65813854,-77.54394531,0,0.01
35.60932949,-78.83301544,0,0.01
43.29313564,-76.21143341,0,0.01
40.93160034,-73.78240967,0,0.01
40.75356473,-76.20011139,0,0.01
35.70268374,-78.71159363,0,0.01
42.88215979,-78.91392517,0,0.01
42.28136137,-71.37700653,0,0.01
41.49299178,-79.67317963,0,0.01
42.72406089,-78.49943542,0,0.01
42.53579306,-78.93813324,0,0.01
38.74187841,-77.2784729,0,0.01
40.14109046,-75.4006958,0,0.01
40.22299221,-74.1170578,0,0.01
40.70132336,-73.97173309,0,0.01
42.106318,-71.43108368,0,0.01
40.16416978,-75.58940125,0,0.01
40.43942162,-73.89110565,0,0.01
41.10788196,-73.98714447,0,0.01
42.14878483,-72.58817291,0,0.01
39.93427391,-75.25577545,0,0.01
39.54416276,-76.34606934,0,0.01
40.04451129,-75.14940643,0,0.01
34.87530001,-76.7859726,0,0.01
38.65965079,-77.152565,0,0.01
37.05939818,-76.25304413,0,0.01
36.76074723,-79.41872406,0,0.01
40.53721723,-74.40936279,0,0.01
35.8141932,-78.54705811,0,0.01
40.01576516,-75.43406677,0,0.01
40.72235315,-74.40342712,0,0.01
40.54470013,-73.71269989,0,0.01
34.65801429,-79.33734894,0,0.01
40.98191168,-74.08201599,0,0.01
39.72005955,-75.35416412,0,0.01
42.31817328,-76.82292175,0,0.01
41.86064638,-78.28108215,0,0.01
37.09206715,-76.34146881,0,0.01
40.81733325,-74.63733673,0,0.01
37.87351023,-76.77753448,0,0.01
41.69977814,-70.32669067,0,0.01
40.95963402,-73.97784424,0,0.01
37.57423855,-77.46849823,0,0.01
41.28064316,-73.42697906,0,0.01
39.95278861,-76.65292358,0,0.01
40.02372737,-75.08618927,0,0.01
42.92192481,-75.38462067,0,0.01
40.8066181,-73.76295471,0,0.01
41.08942511,-72.92264557,0,0.01
38.7729421,-76.86641693,0,0.01
42.03918633,-79.16127014,0,0.01
39.12210977,-74.92731476,0,0.01
42.59125036,-73.25366211,0,0.01
43.07519104,-75.31471252,0,0.01
39.74642404,-75.28477478,0,0.01
36.60560664,-76.3293457,0,0.01
43.52144306,-71.46313477,0,0.01
39.225481,-76.46011353,0,0.01
41.22850369,-73.91877747,0,0.01
39.55742681,-75.72158813,0,0.01
40.721444,-74.22853088,0,0.01
39.08617831,-76.64065552,0,0.01
40.76491438,-73.51792908,0,0.01
43.426224,-71.56519318,0,0.01
41.39073189,-73.01304626,0,0.01
41.4877453,-72.43650055,0,0.01
43.72807225,-73.04282379,0,0.01
41.57588649,-72.62243652,0,0.01
39.03704012,-77.50159454,0,0.01
42.82316441,-78.86882782,0,0.01
42.12848221,-71.02846527,0,0.01
41.89998276,-76.5279541,0,0.01
42.12498614,-71.08251953,0,0.01
38.81154323,-78.52060699,0,0.01
41.42630472,-77.01225281,0,0.01
38.90123249,-77.26370239,0,0.01
41.23175609,-73.7756958,0,0.01
40.94235429,-73.90309906,0,0.01
40.67057051,-75.31980896,0,0.01
39.35630078,-74.5140686,0,0.01
39.01378903,-77.20867157,0,0.01
42.42049071,-71.14842987,0,0.01
41.0513016,-73.81746674,0,0.01
40.45627125,-74.27922058,0,0.01
38.83020485,-77.36868286,0,0.01
36.96610883,-76.53583527,0,0.01
35.39273469,-77.59261322,0,0.01
38.43120047,-75.21283722,0,0.01
38.18205335,-76.51692963,0,0.01
40.22408909,-76.5140152,0,0.01
43.31889838,-77.4411087,0,0.01
40.83257377,-79.54751587,0,0.01
38.6014049,-77.31995392,0,0.01
40.25683332,-75.19753265,0,0.01
39.30725782,-76.6947403,0,0.01
39.9971016,-75.09683228,0,0.01
40.83268725,-73.69659424,0,0.01
40.8203615,-73.87487793,0,0.01
43.91438956,-70.0700531,0,0.01
40.0826976,-75.76869202,0,0.01
38.9711292,-77.02091217,0,0.01
42.3670078,-72.57671356,0,0.01
41.19058582,-75.89246368,0,0.01
41.52918934,-73.09796906,0,0.01
40.47413984,-79.69471741,0,0.01
38.95086744,-75.22136688,0,0.01
42.42753134,-71.13271332,0,0.01
40.0669925,-75.18700409,0,0.01
42.8934976,-78.83080292,0,0.01
43.1056075,-71.46346283,0,0.01
39.86398522,-75.45384979,0,0.01
40.66306233,-73.9090271,0,0.01
42.5744191,-73.73640442,0,0.01
43.66632039,-70.37961578,0,0.01
39.92554714,-74.12060547,0,0.01
41.00213667,-74.24121094,0,0.01
41.45300647,-74.40905762,0,0.01
41.69474651,-71.30245972,0,0.01
40.68745757,-73.98645782,0,0.01
43.1239771,-77.58535004,0,0.01
44.09932136,-73.07852173,0,0.01
40.41007854,-74.13169098,0,0.01
41.47979138,-73.91694641,0,0.01
40.81522112,-74.43338776,0,0.01
42.4513524,-73.1958847,0,0.01
42.63786905,-76.48143768,0,0.01
42.63901857,-70.90196991,0,0.01
42.54529072,-70.93191528,0,0.01
40.91451054,-73.09728241,0,0.01
42.50508992,-70.89276886,0,0.01
41.53616526,-73.08526611,0,0.01
39.55999301,-75.64968872,0,0.01
36.6789794,-76.04003906,0,0.01
37.52792817,-77.59553528,0,0.01
40.97561299,-75.05545044,0,0.01
40.18942187,-75.66331482,0,0.01
44.2258183,-70.52432251,0,0.01
41.59855931,-73.82850647,0,0.01
35.89380299,-78.70139313,0,0.01
40.46050399,-75.57226563,0,0.01
41.48844573,-72.87267303,0,0.01
40.89011193,-74.12754059,0,0.01
39.09033943,-77.02259827,0,0.01
38.78744037,-77.10606384,0,0.01
38.72774205,-78.67272949,0,0.01
36.81641515,-76.37960052,0,0.01
39.17409647,-76.53044891,0,0.01
41.03944832,-74.05391693,0,0.01
36.55196088,-76.6581955,0,0.01
42.10765845,-72.51908875,0,0.01
41.81697309,-70.48945618,0,0.01
39.12244448,-75.51419067,0,0.01
40.76158965,-73.95301819,0,0.01
40.27532792,-74.85713959,0,0.01
44.47751376,-73.13685608,0,0.01
38.96760254,-76.73760986,0,0.01
39.5413776,-75.65591431,0,0.01
42.26087131,-71.03586578,0,0.01
41.90184071,-71.12075043,0,0.01
42.94374438,-76.19528198,0,0.01
34.08900402,-77.93331909,0,0.01
34.3308183,-79.36179352,0,0.01
43.17792116,-76.25149536,0,0.01
42.87461386,-78.697052,0,0.01
40.96278272,-72.34501648,0,0.01
38.95187076,-77.0925293,0,0.01
42.62283912,-71.0991745,0,0.01
40.10708104,-76.93475342,0,0.01
42.54508261,-70.88477325,0,0.01
40.11308805,-74.54342651,0,0.01
38.56508058,-77.42580414,0,0.01
40.93083828,-73.96173859,0,0.01
40.8880829,-73.79134369,0,0.01
40.93977515,-73.98490906,0,0.01
41.01004548,-73.98928833,0,0.01
43.09745578,-78.87781525,0,0.01
40.93556998,-73.97757721,0,0.01
38.56123756,-76.98364258,0,0.01
40.83722874,-75.27970123,0,0.01
40.93281535,-73.99207306,0,0.01
40.50554402,-73.60862732,0,0.01
41.88932149,-71.12037659,0,0.01
40.22968519,-76.85875702,0,0.01
40.59027406,-73.85645294,0,0.01
42.89895623,-78.82603455,0,0.01
41.82254176,-78.02204132,0,0.01
40.82165868,-73.55054474,0,0.01
40.4119031,-73.99707031,0,0.01
36.4999546,-79.3756485,0,0.01
41.8027541,-71.42012024,0,0.01
41.90245423,-71.06725311,0,0.01
40.80975024,-73.10964966,0,0.01
44.75614781,-72.21841431,0,0.01
40.91788226,-74.70661163,0,0.01
36.91956569,-76.34374237,0,0.01
39.41564031,-75.71430969,0,0.01
40.65672793,-73.79911804,0,0.01
41.4614581,-76.85230255,0,0.01
40.74680163,-73.70909882,0,0.01
40.41209096,-75.41014862,0,0.01
43.22759203,-78.68505859,0,0.01
44.89809936,-72.80017853,0,0.01
35.24211738,-78.73251343,0,0.01
36.84567231,-79.36289978,0,0.01
39.99930492,-75.16860199,0,0.01
40.77828301,-73.85843658,0,0.01
42.01612414,-72.79201508,0,0.01
37.24057883,-76.77655029,0,0.01
40.49972242,-73.93138885,0,0.01
40.82356548,-73.98371124,0,0.01
40.32699067,-75.12930298,0,0.01
39.40551849,-76.81854248,0,0.01
41.33111067,-76.37902069,0,0.01
34.6255012,-76.79967499,0,0.01
38.58881021,-75.29250336,0,0.01
40.86471863,-73.02423859,0,0.01
39.04474769,-76.6333847,0,0.01
40.77308676,-74.0252533,0,0.01
41.68573874,-72.69786835,0,0.01
42.88126729,-77.0942688,0,0.01
40.6591925,-73.74282837,0,0.01
40.28518056,-74.68538666,0,0.01
36.61781444,-77.72863007,0,0.01
41.20603857,-76.99922943,0,0.01
39.14454656,-77.50500488,0,0.01
41.53476228,-72.52650452,0,0.01
39.96253213,-75.09249878,0,0.01
39.82339623,-74.92690277,0,0.01
40.89802443,-73.96730804,0,0.01
43.61010535,-70.43778992,0,0.01
37.25977708,-76.47216034,0,0.01
39.01156342,-77.25221252,0,0.01
42.6809255,-71.79512787,0,0.01
38.8177366,-76.77243805,0,0.01
38.79879873,-77.81132507,0,0.01
40.98503151,-74.39791107,0,0.01
41.10217298,-73.19740295,0,0.01
42.77558656,-70.96516418,0,0.01
39.55922016,-77.81658936,0,0.01
40.56394896,-73.97054291,0,0.01
33.24272099,-79.28678894,0,0.01
36.70994045,-78.57595062,0,0.01
34.98389119,-77.08753967,0,0.01
36.7284543,-76.22103119,0,0.01
41.96452717,-72.63902283,0,0.01
40.97574274,-73.89173889,0,0.01
41.53678787,-73.10010529,0,0.01
43.09932235,-76.1417923,0,0.01
41.71411821,-71.39502716,0,0.01
38.76219772,-76.88713074,0,0.01
40.60209236,-74.58695984,0,0.01
42.715639,-71.17850494,0,0.01
35.13828616,-77.5807724,0,0.01
37.37633216,-79.22515106,0,0.01
41.84817868,-71.40732574,0,0.01
39.99465339,-75.0866394,0,0.01
42.19123569,-71.15664673,0,0.01
40.900367,-75.81229401,0,0.01
39.95551517,-75.07043457,0,0.01
35.64462271,-78.83380127,0,0.01
40.61310822,-73.99386597,0,0.01
40.7750489,-74.01071167,0,0.01
40.12276638,-74.90519714,0,0.01
39.83647397,-76.67759705,0,0.01
40.85887895,-73.71281433,0,0.01
38.97098533,-77.09487915,0,0.01
41.31529983,-73.72231293,0,0.01
42.04897628,-70.19432068,0,0.01
40.56065886,-74.21588135,0,0.01
40.33186574,-76.42832184,0,0.01
37.74102843,-77.50402832,0,0.01
41.92512328,-72.49810028,0,0.01
40.73242965,-73.96179962,0,0.01
41.03875436,-73.43050385,0,0.01
40.66712737,-73.36183929,0,0.01
41.8354029,-71.2717514,0,0.01
40.99599935,-73.85993958,0,0.01
41.63983446,-72.80937195,0,0.01
37.34744005,-76.69978333,0,0.01
41.2864901,-72.37770081,0,0.01
41.41654593,-74.35904694,0,0.01
39.23851533,-76.72782898,0,0.01
39.98981277,-75.1240921,0,0.01
38.23208178,-77.53406525,0,0.01
40.16023875,-75.64585876,0,0.01
37.20684299,-77.49819946,0,0.01
40.70186499,-73.91653442,0,0.01
41.03316975,-74.63526917,0,0.01
39.96940277,-77.73060608,0,0.01
44.16451678,-74.00796509,0,0.01
40.58674755,-79.60279083,0,0.01
38.73233841,-76.07526398,0,0.01
38.8401437,-77.31176758,0,0.01
40.57784622,-77.5694809,0,0.01
40.40415084,-74.24667358,0,0.01
40.14354958,-76.88101959,0,0.01
40.10134422,-75.1587677,0,0.01
33.7708736,-78.99850464,0,0.01
41.7619147,-71.57001495,0,0.01
41.74520262,-73.59992981,0,0.01
36.11185272,-76.21030426,0,0.01
36.72860588,-76.08927155,0,0.01
38.79167009,-77.05464172,0,0.01
38.72233844,-77.09225464,0,0.01
40.73729312,-75.21060181,0,0.01
41.51927476,-73.10507965,0,0.01
35.79102265,-78.65116119,0,0.01
42.09364013,-74.02679443,0,0.01
41.61563312,-72.99639893,0,0.01
42.6249033,-70.924263,0,0.01
41.65679039,-70.93584442,0,0.01
40.60586833,-73.6077652,0,0.01
35.54259929,-78.6049118,0,0.01
35.82840562,-78.5870285,0,0.01
40.8820206,-73.73615265,0,0.01
43.13257901,-71.05802917,0,0.01
39.31807521,-77.24463654,0,0.01
43.89896019,-71.15692902,0,0.01
35.0470506,-79.47057343,0,0.01
40.22680658,-76.51718903,0,0.01
39.52466756,-77.41786957,0,0.01
39.90466837,-76.81246185,0,0.01
42.35358624,-79.50237274,0,0.01
39.14694389,-76.62664795,0,0.01
37.64039745,-77.52415466,0,0.01
40.71233628,-73.89959717,0,0.01
41.47236351,-74.80475616,0,0.01
39.15687347,-75.52269745,0,0.01
41.01713922,-76.61762238,0,0.01
39.33284884,-77.06841278,0,0.01
40.13919457,-76.2697525,0,0.01
38.24439592,-77.5319519,0,0.01
40.1453081,-75.2648468,0,0.01
39.25758628,-76.57228088,0,0.01
39.05806021,-77.07917786,0,0.01
39.22807654,-76.61356354,0,0.01
40.51229528,-74.41155243,0,0.01
42.52366866,-71.3186264,0,0.01
38.83779901,-77.05769348,0,0.01
39.64587616,-75.74988556,0,0.01
41.71061775,-79.03325653,0,0.01
42.16716347,-71.53388977,0,0.01
40.52266969,-73.9408493,0,0.01
36.00605652,-77.37090302,0,0.01
41.56122281,-75.25552368,0,0.01
41.99613126,-71.22111511,0,0.01
37.65352148,-77.63630676,0,0.01
40.71623861,-74.37698364,0,0.01
43.03679628,-77.44564819,0,0.01
37.55634656,-79.20731354,0,0.01
40.74190666,-74.2669754,0,0.01
40.0429146,-74.30123901,0,0.01
36.72717576,-75.97486115,0,0.01
37.54432253,-77.48876953,0,0.01
41.91525644,-72.65665436,0,0.01
39.60932991,-77.98510742,0,0.01
43.0710919,-73.78652191,0,0.01
35.11047298,-77.09402466,0,0.01
43.42860356,-70.79732513,0,0.01
43.11713374,-76.14021301,0,0.01
40.84975491,-73.77173615,0,0.01
39.35701564,-78.19792938,0,0.01
35.13106213,-78.93247986,0,0.01
39.46923921,-77.01099396,0,0.01
39.3737059,-75.86210632,0,0.01
40.004402,-76.28112793,0,0.01
40.7548343,-73.9151535,0,0.01
36.80410756,-78.11859131,0,0.01
40.69854923,-73.98652649,0,0.01
38.28442246,-77.58145905,0,0.01
37.33242371,-77.65240479,0,0.01
40.05977155,-74.79716492,0,0.01
40.14614545,-75.8591156,0,0.01
42.94945416,-78.96955109,0,0.01
34.91484177,-77.41473389,0,0.01
40.94545767,-73.9076004,0,0.01
33.72862823,-78.66107178,0,0.01
44.65577881,-73.18436432,0,0.01
40.88257093,-74.26725769,0,0.01
40.88622102,-74.51687622,0,0.01
37.31103055,-76.46152496,0,0.01
43.21287993,-76.35057831,0,0.01
43.07247956,-74.34333038,0,0.01
42.71308653,-78.47566986,0,0.01
39.62996538,-75.71413422,0,0.01
40.14123523,-78.95345306,0,0.01
40.26437527,-75.28662872,0,0.01
42.92474988,-70.83319092,0,0.01
40.33480434,-74.29585266,0,0.01
41.93544367,-79.14519501,0,0.01
40.21534746,-76.48497009,0,0.01
42.29658367,-75.88774109,0,0.01
41.53213934,-72.22943115,0,0.01
42.39244473,-71.97854614,0,0.01
35.89020235,-79.51873016,0,0.01
41.62084115,-70.20927429,0,0.01
42.66321323,-73.70719147,0,0.01
39.30125215,-79.40405273,0,0.01
39.65554013,-75.73352051,0,0.01
40.69717406,-73.98887634,0,0.01
40.03443654,-78.49211884,0,0.01
40.61570548,-73.97640228,0,0.01
41.7232478,-70.55647278,0,0.01
38.88593146,-77.10954285,0,0.01
40.74100064,-76.56047821,0,0.01
35.74388071,-78.78286743,0,0.01
39.34369716,-76.60887146,0,0.01
39.93323589,-74.14299774,0,0.01
38.70779473,-77.3964386,0,0.01
41.44595497,-73.90917206,0,0.01
40.34063078,-74.22737885,0,0.01
39.91621249,-75.01053619,0,0.01
39.9457723,-76.69207764,0,0.01
39.13722713,-77.04705048,0,0.01
41.99057979,-75.88853455,0,0.01
40.79956029,-74.16664886,0,0.01
39.77757984,-74.99324799,0,0.01
42.08223746,-70.80162048,0,0.01
40.16197788,-74.068573,0,0.01
41.45322612,-72.79202271,0,0.01
41.60031958,-72.85758972,0,0.01
40.22889593,-75.30369568,0,0.01
41.78583825,-73.91661072,0,0.01
39.17550271,-76.85378265,0,0.01
39.83511414,-75.00424957,0,0.01
43.50140745,-73.66334534,0,0.01
41.83159519,-71.38880157,0,0.01
40.65270342,-76.41216278,0,0.01
37.36214034,-77.4691925,0,0.01
40.71483985,-74.32488251,0,0.01
40.25898444,-74.03978729,0,0.01
36.41590745,-79.4042511,0,0.01
42.8638392,-77.25744629,0,0.01
40.91584171,-73.8675766,0,0.01
41.76650418,-72.77515411,0,0.01
40.4647886,-74.10340881,0,0.01
40.61821772,-73.95171356,0,0.01
42.93225794,-73.79006958,0,0.01
42.67907464,-70.92583466,0,0.01
42.61316956,-73.67201233,0,0.01
35.90181481,-79.51835632,0,0.01
41.68050403,-72.6942215,0,0.01
39.35704874,-76.45707703,0,0.01
39.61475608,-74.51012421,0,0.01
38.20020085,-79.04785156,0,0.01
41.37047911,-75.65863037,0,0.01
40.79173945,-74.22314453,0,0.01
42.13522135,-76.54667664,0,0.01
39.09953453,-76.80757904,0,0.01
41.58987651,-70.94391632,0,0.01
39.54724953,-77.75305176,0,0.01
41.84332203,-73.58623505,0,0.01
42.44068985,-71.09651947,0,0.01
37.59762709,-78.04243469,0,0.01
40.59356935,-73.64955139,0,0.01
44.27370321,-72.01451111,0,0.01
38.41126127,-75.096138,0,0.01
40.56331539,-75.78150177,0,0.01
42.22968604,-71.1725235,0,0.01
39.29982198,-76.82294464,0,0.01
40.88519121,-73.98125458,0,0.01
39.30293663,-74.53811646,0,0.01
39.51784166,-76.94549561,0,0.01
40.31213321,-79.54135132,0,0.01
39.69326162,-74.98514557,0,0.01
40.20890404,-75.30512238,0,0.01
43.54908385,-70.28209686,0,0.01
40.76327915,-74.12216187,0,0.01
39.22693423,-76.56222534,0,0.01
41.64456416,-75.72589111,0,0.01
41.63796129,-72.85996246,0,0.01
35.3580032,-77.95409393,0,0.01
35.11945559,-79.01303864,0,0.01
40.05137418,-74.96019745,0,0.01
36.95614191,-76.17880249,0,0.01
39.91292055,-77.65408325,0,0.01
39.25717281,-76.45937347,0,0.01
43.64731144,-70.27682495,0,0.01
40.7448508,-73.88782501,0,0.01
42.11463918,-76.26283264,0,0.01
38.5895369,-78.64906311,0,0.01
42.37761952,-71.23511505,0,0.01
40.58739943,-75.52449036,0,0.01
40.71359578,-73.99996948,0,0.01
42.14895942,-71.0086441,0,0.01
39.99801983,-74.1170578,0,0.01
40.73106281,-73.76074982,0,0.01
40.48830898,-74.29460907,0,0.01
42.27530981,-72.4954834,0,0.01
40.76280654,-73.72781372,0,0.01
41.67582469,-72.70708466,0,0.01
41.3501541,-75.65591431,0,0.01
39.43261096,-75.03942108,0,0.01
34.19396643,-77.90075684,0,0.01
41.10207026,-73.41994476,0,0.01
45.01933245,-74.30169678,0,0.01
40.82553597,-73.88163757,0,0.01
38.73616515,-77.04825592,0,0.01
40.12430549,-74.86064911,0,0.01
41.47301707,-73.2229538,0,0.01
37.13317794,-76.60443115,0,0.01
41.87118881,-71.46735382,0,0.01
40.68098484,-74.27651215,0,0.01
34.52036361,-77.71136475,0,0.01
37.291211,-77.50255585,0,0.01
39.64210495,-75.81479645,0,0.01
40.70923435,-73.47875214,0,0.01
41.17829602,-73.7694397,0,0.01
37.69597422,-77.45220947,0,0.01
42.03652342,-79.14402771,0,0.01
40.57330176,-73.98545074,0,0.01
43.00344378,-78.8732605,0,0.01
41.68929393,-74.29514313,0,0.01
35.7055009,-79.44174194,0,0.01
40.96831908,-73.97115326,0,0.01
38.48405425,-77.07089233,0,0.01
39.09906337,-77.37796783,0,0.01
40.76524514,-74.28939056,0,0.01
42.73259375,-78.76127625,0,0.01
43.01478181,-70.9230957,0,0.01
40.60756091,-77.8283844,0,0.01
41.76595662,-72.49848938,0,0.01
40.93203036,-73.96901703,0,0.01
42.83904029,-76.98448181,0,0.01
40.91823379,-73.96678925,0,0.01
35.74920112,-78.80978394,0,0.01
40.02056199,-75.0307312,0,0.01
40.22438027,-75.62989044,0,0.01
34.38508134,-78.04476929,0,0.01
41.9809689,-71.33138275,0,0.01
38.19244435,-78.00138092,0,0.01
40.86311324,-74.0160141,0,0.01
39.70457857,-75.51644135,0,0.01
40.77537967,-73.98275757,0,0.01
41.04594946,-78.73242188,0,0.01
41.48510455,-74.42243195,0,0.01
41.56606671,-75.25262451,0,0.01
39.93861202,-76.30382538,0,0.01
43.25562566,-75.64014435,0,0.01
42.5164423,-71.06555939,0,0.01
40.50979991,-74.08287048,0,0.01
33.27037184,-79.1231842,0,0.01
43.46458029,-71.46485901,0,0.01
35.7845941,-78.79135132,0,0.01
39.12005672,-77.11824036,0,0.01
40.70258539,-74.23184204,0,0.01
40.73560794,-72.41714478,0,0.01
40.10373998,-76.2885437,0,0.01
40.02924615,-75.10370636,0,0.01
44.11017341,-73.15261078,0,0.01
39.7078168,-75.65749359,0,0.01
40.68669806,-74.05748749,0,0.01
39.05564558,-77.16448212,0,0.01
43.14263653,-77.6999054,0,0.01
37.95376722,-78.01428986,0,0.01
42.93937993,-78.96896362,0,0.01
43.08781224,-75.5970993,0,0.01
41.23064967,-73.52111816,0,0.01
40.98603539,-73.40720367,0,0.01
39.8511849,-76.73348999,0,0.01
41.19660651,-76.26029205,0,0.01
39.04887535,-77.27121735,0,0.01
36.18810161,-79.29792023,0,0.01
40.03783426,-75.00827789,0,0.01
39.08759433,-76.64750671,0,0.01
40.51586883,-79.22698975,0,0.01
36.51275801,-77.69126892,0,0.01
43.05771147,-78.16395569,0,0.01
39.10920534,-78.1754837,0,0.01
39.02520195,-77.12147522,0,0.01
42.89325869,-75.54479218,0,0.01
41.02384537,-74.53193665,0,0.01
41.03875445,-73.41351318,0,0.01
40.48929039,-75.13386536,0,0.01
42.20569014,-76.07193756,0,0.01
42.98587525,-77.68392181,0,0.01
36.92877273,-76.29570007,0,0.01
39.30174257,-76.30991364,0,0.01
42.06890129,-71.85578156,0,0.01
39.03270905,-78.14274597,0,0.01
40.59015916,-74.18257141,0,0.01
39.81644469,-75.19387817,0,0.01
42.40482286,-71.04816437,0,0.01
40.77147485,-73.85676575,0,0.01
39.03210861,-74.8289032,0,0.01
42.36282107,-73.59735107,0,0.01
34.81144786,-77.3247757,0,0.01
40.36625439,-74.34712982,0,0.01
41.02146804,-74.11444092,0,0.01
41.06548556,-72.18086243,0,0.01
